PC1,PC2,PC3,PC4,PC5,PC6,PC7,sex___1,sex___2
-1.4771366387144491,1.6915527724318782,0.9573524210059796,0.5133837038834569,-1.1265186087452383,0.21263493353539495,-0.45538712188422165,1.0,0.0
-2.171149205137083,-1.5571302162214047,-0.08765650962637445,1.356526965694754,0.31003371222633846,-0.3191668636187732,-0.22762904894534783,0.0,1.0
3.1054248844140337,1.459959013174563,-0.3241703402692622,-1.4221750635129535,0.6020965890701722,0.05343689103029274,-0.30245006656617796,0.0,1.0
0.7310029599856471,0.7777006532965071,1.306709358035582,0.4921086726590768,0.7691461184596465,1.659222837368416,-0.659452171015628,1.0,0.0
-2.454057266066217,-1.0504126835663021,-0.7521102144266674,-0.7589583678183798,0.6633324483208194,1.0894118943836875,-0.06201532150295744,1.0,0.0
-0.29100022630515027,0.2086344867781333,-1.8988870751143516,0.627407063303491,0.6527194307563391,0.6006344457093004,0.37188675115099856,1.0,0.0
-0.1610928052631403,-0.13252956273988975,-0.5374297898072392,0.35246515523874106,0.9003164242896081,-0.11025619303189768,0.09619995002830732,0.0,1.0
-1.4294471914688684,-0.934335954720762,0.8328897330270456,1.5384955967872012,0.44656799941608827,-0.6735930965684345,-0.506673469508792,0.0,1.0
-2.2629931001856005,1.1637152628728773,0.19425379599778564,-0.622390608940441,0.8613592122789138,-0.4458893239364901,0.39602376715533355,1.0,0.0
1.9492759376658844,-1.440843383741503,0.7770281846704438,0.003451181879432096,-0.8798668853480923,-0.11760706774448627,0.0002032010072544554,0.0,1.0
0.39190871960710905,0.49059881248102943,-0.8941227021785271,0.7509049653313109,0.08886099576707981,-0.2643010503410684,0.11221114818223249,0.0,1.0
2.1092286163157135,-0.13686821915492559,0.8409748656024653,0.16909731027076758,-0.8870646786264241,0.34090086566459626,-0.4578122924915056,0.0,1.0
2.374158436954373,-1.7912568856342321,0.10774513666282817,0.6898067694547482,0.1802559006894417,1.9379406058799253,-0.893179685682374,1.0,0.0
0.4501689146801834,0.853906955730492,0.7133218816418883,-0.420717686866076,0.3880053985197784,0.04510621051524471,1.2513983625480318,0.0,1.0
1.9803410355839657,-0.4832188970435094,1.3730506030084761,-1.187374297295936,0.04757503855172261,0.48617583791272717,1.3685452727272498,1.0,0.0
2.0256224264070095,0.7217403828166504,-1.4007253235240595,-0.681640940709979,-0.26298723726277046,1.1024839450564947,1.1830079868254169,0.0,1.0
2.369593103277211,3.0760537159659225,-0.4066647047781755,0.3747560239622555,-0.3978976786124147,-0.16421846123700218,-0.30934133840986827,1.0,0.0
2.1169049472133197,1.5479675600482512,0.2471233608083219,-0.12902857974753282,-0.21503943088698577,0.365967620859623,0.10434224193771882,1.0,0.0
1.2194977801854352,-1.011107086830705,0.6809880566673517,-1.7174898775800387,-0.8303846582600392,-0.5100130252685926,1.341333456456179,1.0,0.0
-1.3414751870790165,-1.2198694919762925,1.2101583807705822,0.4120284475497938,-0.3136432823537848,0.41782799766855155,0.6635987108934184,0.0,1.0
1.9300194288049135,-0.12890691334952908,-1.090764901973974,0.5351575200037926,-0.6807393023561195,-0.8563177695962393,-0.14459021938359098,0.0,1.0
0.842199528354004,0.44307450005681354,0.572483244063703,0.7383389581401111,-0.4752959494928653,-0.5861756895113225,-0.4602191014571179,0.0,1.0
-2.4802198175947554,0.014844585236663597,0.21829076648147946,0.933783998652686,-1.185674354120704,-0.3859942815463946,0.8639586717158226,0.0,1.0
-1.123596058118839,-0.01973332243488777,0.8418641232846121,1.4537659554518938,0.2275325668693535,-0.5377494332186306,-0.10762129243217906,1.0,0.0
1.7065244516940017,-1.7467585382983606,1.6983969677170008,0.22275411260284042,-0.16612673041564216,0.4964609125269172,-0.5362723873497427,1.0,0.0
1.049319213822083,-2.04986175335739,0.6130407545279213,0.43976859992510914,0.6129270110400987,0.15573910202381763,-2.146848890429163,1.0,0.0
-3.247884765786311,0.22867127090850303,-1.6560989350588735,-0.3263034939374385,-0.18382833619582048,0.8593582944729309,0.5693480473205184,1.0,0.0
2.1534928710631824,2.656115731049632,0.9142343758548177,-1.1823273651722415,-0.8946292522714347,0.9615785045325148,-0.22143290329740814,1.0,0.0
-0.9611886488009121,1.3373275110564171,-1.8348317744896196,0.28400293962823253,-0.706653038163005,0.08137653289215112,-0.04187275446778508,1.0,0.0
1.4286515800854325,0.12818515106435052,0.4297710267705307,-0.47949225375730026,-0.050347198264726445,-0.026617288633498583,-0.02712796694371005,1.0,0.0
-3.0748033195254343,-0.692151130046423,-1.6812921473155713,-0.7837016418667807,0.08464436085102796,1.0916634068947553,-0.8309989629949367,1.0,0.0
-1.1664347210635557,-0.275485073907659,0.38733757415649495,0.3011346412348898,0.43476959606023025,-0.09565938753528645,0.15106390626663743,0.0,1.0
-2.6086138619121035,0.02283188617669275,-1.2116364882160293,0.813179086236335,1.13421115819638,-0.539392113621503,-0.5867204131059068,1.0,0.0
-1.5529497001965453,0.9215546422514883,0.2222522151103435,-0.7272289883612927,1.1349196363040015,0.07300570788377611,0.27744339432759924,1.0,0.0
-2.7965355354060244,1.5583562793953736,-1.029953478455609,-0.041244494902515784,0.4620153512798987,0.058008616947453774,-0.814534217884186,1.0,0.0
0.4009635597705543,0.9918246698688671,-0.6609897029404646,0.1805880926145277,-1.0317315940057492,0.5543887105015335,-1.2764646035503988,1.0,0.0
-2.427006807010396,0.06769418633546345,-0.24001006433944988,0.4105928450475496,0.05816076288650631,-0.22903133849845186,0.4880409073323963,1.0,0.0
-1.5538695864406722,0.019379059286657806,-1.7472108259960488,-0.1476903032710047,1.7985962814146321,1.1164851161568774,0.015357243692845675,0.0,1.0
-0.14111215035072888,0.06098943290207778,1.7872957123945246,-1.3995699779453177,-0.01560056407641129,1.0361400630022135,0.7462194654524973,1.0,0.0
-1.021555570072647,-0.6386448001790687,-1.1438698667516973,-0.007822017453410183,0.0632030586449667,-0.10197919881864619,-0.01788411829178446,1.0,0.0
-0.37609726061258003,-1.4962898296366054,0.7272844356316825,-2.2894929050414974,-2.1437164032154103,-0.13786661740677494,-0.3455009598071557,1.0,0.0
